	Year	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
0	2007.0	1.17593181818	1.17066	1.166915	1.13337368421	1.09471	1.065405	1.05033809524	1.05876818182	1.02372777778	0.975231818182	0.96868	1.00395294118
1	2008.0	1.01240454545	0.999085714286	1.002025	1.01388636364	0.998395	1.01673333333	1.01269545455	1.054395	1.0582952381	1.18475	1.21802222222	1.2345
2	2009.0	1.2263	1.24514	1.26451363636	1.2231	1.15092	1.12702	1.12066666667	1.08821	1.08223	1.05485238095	1.059575	1.0544
3	2010.0	1.042935	1.05682	1.02300434783	1.00519	1.03958947368	1.03793181818	1.0427	1.041895	1.03308571429	1.017975	1.01194444444	1.00843333333
4	2011.0	0.994683333333	0.98738	0.976242857143	0.9583	0.9706	0.97675	0.955461111111	0.982447619048	1.002875	1.01902777778	1.02350526316	1.02414210526
5	2012.0	1.013075	0.996642105263	0.993854545455	0.99263	1.00916190476	1.02807142857	1.01399	0.992140909091	0.978455555556	0.985935	0.996947058824	0.98943125
6	2013.0	0.992076190476	1.01003333333	1.02478888889	1.01869545455	1.01923809524	1.03042631579	1.03895	1.04086190476	1.03424	1.03635	1.04807777778	1.06402222222
7	2014.0	1.09394	1.10551052632	1.11108421053	1.09912857143	1.08957	1.08345789474	1.0743952381	1.092725	1.10118095238	1.12122380952	1.13201764706	1.15325238095
8	2015.0	1.21434210526	1.25054444444	1.26191363636	1.23311428571	1.21785789474	1.23660454545	1.28942	1.31478421053	1.3266952381	1.30726666667	1.32748333333	1.37046666667
9	2016.0	1.42082105263	1.37961	1.32261818182	1.28185714286	1.293615	1.28863333333	1.30611578947	1.29943636364	1.31086666667	1.325145	1.34314210526	1.332935
