Date,Open,High,Low,Close,Volume,Adj Close
2016-12-01,53.130001,58.02,53.060001,55.110001,25224100,54.738232
2016-11-01,46.119999,54.060001,44.490002,52.919998,33276400,52.563004
2016-10-03,44.119999,46.810001,43.549999,46.009998,28863700,45.322014
2016-09-01,50.919998,51.00,44.099998,44.279999,38795900,43.617886
2016-08-01,47.98,50.919998,47.330002,50.799999,16548900,50.040394
2016-07-01,47.080002,49.150002,45.700001,47.970001,18343700,46.876274
2016-06-01,50.259998,51.110001,44.50,47.330002,21966500,46.25087
2016-05-02,50.279999,51.189999,47.549999,50.720001,18254700,49.563576
2016-04-01,48.23,51.41,46.619999,49.98,18769000,48.469257
2016-03-01,47.139999,50.75,47.139999,48.360001,18742500,46.898224
2016-02-01,50.119999,50.18,44.50,46.919998,24852100,45.501751
2016-01-04,53.09,53.27,46.880001,50.23,26148800,48.337608
2015-12-01,55.509998,56.240002,52.75,54.360001,15944400,52.312016
2015-11-02,54.209999,56.34,54.130001,55.099998,14211700,53.024136
2015-10-01,51.509998,55.57,49.509998,54.139999,16904300,51.744621
2015-09-01,52.110001,53.91,49.799999,51.349998,20460500,49.07806
2015-08-03,58.07,58.16,47.75,53.330002,18914300,50.970459
2015-07-01,57.09,58.77,55.080002,57.869999,14228200,54.950871
2015-06-01,56.240002,58.259998,55.740002,56.240002,17251700,53.403095
2015-05-01,55.259998,56.700001,54.450001,55.959999,14194500,53.137215
2015-04-01,54.419998,55.759998,53.560001,55.099998,15547600,51.968475
2015-03-02,54.790001,56.290001,53.290001,54.400002,16460200,51.308262
2015-02-02,52.189999,55.580002,51.990002,54.790001,15314200,51.676098
2015-01-02,55.110001,55.189999,50.419998,51.919998,20521400,48.648544
2014-12-01,54.419998,55.950001,52.73,54.82,16663200,51.365818
2014-11-03,53.220001,54.740002,52.869999,54.48,13122500,51.047241
2014-10-01,51.84,53.169998,46.439999,53.09,19988400,49.417988
2014-09-02,51.709999,53.799999,51.00,51.869999,13779700,48.282368
2014-08-01,50.50,51.75,49.470001,51.439999,12003200,47.882107
2014-07-01,52.73,53.080002,50.610001,50.900002,16801900,47.050438
2014-06-02,50.939999,53.049999,50.75,52.560001,14492800,48.584892
2014-05-01,49.740002,50.82,48.66,50.779999,14215700,46.93951
2014-04-01,49.880001,50.490002,46.720001,49.639999,18527800,45.558575
2014-03-03,46.110001,49.970001,45.959999,49.740002,18362800,45.650352
2014-02-03,45.310001,46.650002,44.169998,46.419998,16814300,42.603321
2014-01-02,45.150002,46.84,44.91,45.34,19762400,41.333282
2013-12-02,44.110001,45.639999,43.209999,45.400002,16126400,41.387981
2013-11-01,42.720001,44.75,41.709999,44.02,16260900,40.129932
2013-10-01,41.369999,43.400002,40.07,42.689999,19338500,38.643593
2013-09-03,41.650002,43.830002,40.889999,41.32,19349200,37.40345
2013-08-01,44.189999,44.740002,40.919998,41.080002,15294100,37.186199
2013-07-01,41.560001,44.790001,40.790001,43.50,21970000,39.108521
2013-06-03,40.830002,41.740002,39.400002,41.27,22692600,37.103649
2013-05-01,37.900002,41.59,37.290001,40.549999,22208000,36.456333
2013-04-01,37.02,38.040001,36.189999,37.98,22209400,33.879021
2013-03-01,34.939999,38.200001,34.849998,36.990002,23008600,32.995918
2013-02-01,35.060001,35.950001,34.52,35.080002,25441600,31.292156
2013-01-02,35.029999,35.459999,34.43,34.830002,25796300,31.069151
2012-12-03,33.18,35.189999,32.41,34.18,24628100,30.27322
2012-11-01,33.75,34.41,31.25,33.009998,22106600,29.23695
2012-10-01,34.779999,36.34,33.50,33.689999,30030700,29.647949
2012-09-04,34.040001,36.599998,33.73,34.529999,28964600,30.387169
2012-08-01,33.919998,34.799999,32.84,34.029999,18738700,29.947157
2012-07-02,33.669998,34.400002,32.619999,33.810001,24457700,29.560804
2012-06-01,31.40,33.439999,29.799999,33.439999,31842500,29.237303
2012-05-01,33.549999,34.299999,30.52,32.049999,30377800,28.021996
2012-04-02,33.830002,34.59,32.43,33.419998,26580500,29.031246
2012-03-01,31.559999,34.59,29.99,34.139999,32928300,29.656696
2012-02-01,29.629999,31.90,29.549999,31.290001,30415100,27.101065
2012-01-03,27.940001,31.040001,27.940001,29.209999,36931000,25.195589
2011-12-01,25.620001,27.969999,25.18,27.559999,29334700,23.772352
2011-11-01,24.780001,26.629999,23.190001,25.860001,36614600,22.30599
2011-10-03,24.049999,27.540001,22.610001,25.91,49062600,22.240845
2011-09-01,26.110001,26.24,22.700001,24.120001,44525000,20.70433
2011-08-01,28.370001,28.440001,22.58,26.10,53108300,22.40394
2011-07-01,28.08,29.629999,26.370001,27.940001,35607400,23.877487
2011-06-01,28.360001,28.360001,25.26,28.059999,42015200,23.980038
2011-05-02,29.34,29.549999,27.379999,28.370001,30754700,24.244965
2011-04-01,32.09,32.630001,28.209999,29.110001,42834200,24.776205
2011-03-01,32.34,32.970001,29.82,31.709999,31866000,26.989126
2011-02-01,32.610001,34.25,30.799999,32.259998,38860900,27.39613
2011-01-03,31.299999,32.990002,30.639999,32.419998,35382100,27.490841
2010-12-01,27.58,31.610001,27.200001,30.99,28494600,26.278259
2010-11-01,26.030001,29.360001,25.60,27.209999,34255900,23.072973
2010-10-01,25.299999,26.58,23.370001,26.059999,49982100,22.055275
2010-09-01,23.91,26.959999,23.76,25.120001,37276700,21.259729
2010-08-02,28.290001,28.58,23.02,23.549999,38521800,19.930994
2010-07-01,25.540001,28.77,24.60,27.73,39418500,23.426912
2010-06-01,28.68,29.48,25.52,25.60,43374400,21.627441
2010-05-03,33.220001,34.09,27.440001,28.690001,59178600,24.237942
2010-04-01,31.40,34.25,31.129999,33.110001,47475900,27.929594
2010-03-01,27.450001,31.99,27.15,31.120001,36774700,26.250952
2010-02-01,28.60,29.129999,26.370001,27.34,46909100,23.06237
2010-01-04,27.02,29.43,26.82,28.43,57825700,23.94018
2009-12-01,28.15,28.389999,25.00,26.99,58203900,22.727592
2009-11-02,27.860001,29.129999,26.50,28.040001,38866300,23.611773
2009-10-01,28.059999,31.530001,25.99,27.52,56627200,23.132122
2009-09-01,27.34,29.559999,25.809999,28.18,43651600,23.68689
2009-08-03,24.90,29.35,24.870001,27.52,55783400,23.132122
2009-07-01,24.25,25.98,22.08,24.459999,73919400,20.521299
2009-06-01,25.76,26.049999,21.57,24.26,80423600,20.353504
2009-05-01,19.98,28.450001,19.35,25.50,166438000,21.393833
2009-04-01,13.72,21.969999,13.65,20.01,170599400,16.751793
2009-03-02,10.98,17.67,7.80,14.24,196451300,11.921316
2009-02-02,18.41,19.74,8.81,12.10,162712100,10.12977
2009-01-02,29.18,30.469999,13.74,18.90,103981800,15.532212
2008-12-01,28.040001,32.759998,22.57,29.48,54829000,24.226963
2008-11-03,34.16,35.25,19.889999,28.889999,88837100,23.742096
2008-10-01,36.98,38.950001,25.00,34.049999,70695700,27.711657
2008-09-02,31.219999,44.75,28.790001,37.529999,70804200,30.543861
2008-08-01,30.27,32.07,27.17,30.27,44266100,24.635298
2008-07-01,23.469999,31.969999,20.459999,30.27,77212000,24.369728
2008-06-02,27.469999,27.540001,23.459999,23.75,44009300,19.120615
2008-05-01,29.77,32.400002,26.629999,27.57,26983500,22.196016
2008-04-01,30.33,31.77,27.08,29.75,31992200,23.713646
2008-03-03,29.24,33.529999,27.10,29.10,41901100,23.195532
2008-02-01,33.259998,34.560001,28.75,29.23,33374000,23.299154
2008-01-02,30.48,34.25,24.379999,34.080002,47940200,26.888702
2007-12-03,32.75,33.43,29.50,30.190001,22597200,23.819538
2007-11-01,33.18,34.290001,29.290001,32.43,36990300,25.586872
2007-10-01,35.200001,37.779999,32.66,34.009998,19916700,26.581017
2007-09-04,36.48,37.990002,34.709999,35.619999,16604300,27.839336
2007-08-01,33.759998,37.990002,32.66,36.540001,25647400,28.558378
2007-07-02,35.419998,36.009998,33.34,33.77,17545500,26.158934
2007-06-01,36.09,36.470001,34.689999,35.169998,12043200,27.243401
2007-05-01,36.029999,36.490002,35.25,36.09,11404100,27.956053
2007-04-02,34.419998,36.490002,33.93,35.889999,14600800,27.585138
2007-03-01,34.50,35.57,33.009998,34.43,15186300,26.46298
2007-02-01,35.93,36.360001,33.799999,34.700001,12201400,26.670504
2007-01-03,35.93,36.639999,35.369999,35.919998,11024400,27.608196
