Date,Open,High,Low,Close,Volume,Adj Close
2016-12-01,21.42,23.389999,21.02,22.10,119763500,22.032841
2016-11-01,16.559999,21.190001,16.280001,21.120001,157776800,21.05582
2016-10-03,15.59,17.10,15.50,16.50,85405700,16.389053
2016-09-01,16.15,16.15,14.81,15.65,92615600,15.544768
2016-08-01,14.52,16.24,14.09,16.139999,84397300,16.031473
2016-07-01,13.19,14.70,12.45,14.49,88247800,14.325894
2016-06-01,14.60,14.98,12.05,13.27,109603900,13.119712
2016-05-02,14.58,15.15,13.80,14.79,86817000,14.573063
2016-04-01,13.47,15.30,12.75,14.56,102112400,14.346437
2016-03-01,12.64,14.03,12.62,13.52,113421600,13.321692
2016-02-01,14.05,14.09,10.99,12.52,184741000,12.289596
2016-01-04,16.450001,16.59,12.94,14.14,147749000,13.879783
2015-12-01,17.52,17.889999,16.50,16.83,82610900,16.520279
2015-11-02,16.90,18.09,16.870001,17.43,75064200,17.061205
2015-10-01,15.52,17.440001,14.63,16.780001,88006100,16.424957
2015-09-01,15.95,16.48,15.25,15.58,88059900,15.250347
2015-08-03,17.91,18.07,14.60,16.34,99762300,15.942938
2015-07-01,17.25,18.48,16.219999,17.879999,89578100,17.445515
2015-06-01,16.58,17.719999,16.469999,17.02,79487200,16.606413
2015-05-01,16.00,16.85,15.92,16.50,73876500,16.050907
2015-04-01,15.42,16.049999,15.25,15.93,73454000,15.496421
2015-03-02,15.79,16.620001,15.26,15.39,87119000,14.971118
2015-02-02,15.27,16.790001,15.12,15.81,107431800,15.331746
2015-01-02,17.99,18.030001,14.97,15.15,115508400,14.69171
2014-12-01,16.92,18.209999,16.59,17.889999,80449100,17.348825
2014-11-03,17.18,17.459999,16.83,17.040001,51044600,16.476362
2014-10-01,17.07,17.41,15.43,17.16,99604800,16.592392
2014-09-02,16.139999,17.200001,15.90,17.049999,89121600,16.486029
2014-08-01,15.18,16.459999,14.84,16.09,71206700,15.509974
2014-07-01,15.38,16.23,15.13,15.25,71384500,14.700254
2014-06-02,15.16,15.94,15.05,15.37,62071100,14.815928
2014-05-01,15.14,15.31,14.37,15.14,71820600,14.584835
2014-04-01,17.280001,17.40,14.86,15.14,110828000,14.584835
2014-03-03,16.299999,18.030001,16.190001,17.200001,114257300,16.569298
2014-02-03,16.77,16.92,16.129999,16.530001,114815100,15.914347
2014-01-02,15.69,17.42,15.68,16.75,129563200,16.126152
2013-12-02,15.84,15.97,15.06,15.57,81838900,14.990101
2013-11-01,14.00,15.98,13.80,15.82,105192300,15.220989
2013-10-01,13.85,14.72,13.68,13.97,93637500,13.441038
2013-09-03,14.30,14.83,13.60,13.80,90972500,13.277475
2013-08-01,14.85,14.97,13.98,14.12,91225700,13.575825
2013-07-01,12.95,15.03,12.73,14.60,117692600,14.037326
2013-06-03,13.69,13.73,12.13,12.86,134057000,12.364384
2013-05-01,12.20,13.99,12.05,13.66,140423700,13.123722
2013-04-01,12.15,12.54,11.23,12.31,136690600,11.826723
2013-03-01,11.13,12.94,11.02,12.18,164543000,11.701826
2013-02-01,11.41,12.42,10.98,11.23,179200800,10.789122
2013-01-02,12.05,12.20,11.02,11.32,163806000,10.865817
2012-12-03,9.93,11.69,9.77,11.61,183824500,11.144181
2012-11-01,9.34,9.97,8.92,9.86,155942600,9.454844
2012-10-01,8.87,9.65,8.85,9.32,146514000,8.937034
2012-09-04,8.00,9.79,7.93,8.83,173058400,8.467168
2012-08-01,7.35,8.40,7.10,7.99,104471100,7.652107
2012-07-02,8.20,8.21,6.90,7.34,138117600,7.029596
2012-06-01,7.12,8.22,6.85,8.18,205706700,7.834073
2012-05-01,8.11,8.40,6.72,7.35,201195000,7.039173
2012-04-02,9.54,9.78,7.95,8.11,223249900,7.756593
2012-03-01,8.09,10.10,7.66,9.57,321398600,9.152971
2012-02-01,7.25,8.35,7.21,7.97,311534500,7.622694
2012-01-03,5.75,7.50,5.62,7.13,314075000,6.810901
2011-12-01,5.37,5.95,4.92,5.56,245117000,5.311165
2011-11-01,6.38,6.98,5.03,5.44,290781200,5.196536
2011-10-03,6.08,7.43,5.13,6.83,294758000,6.511484
2011-09-01,8.18,8.18,6.00,6.12,267167500,5.834594
2011-08-01,10.04,10.05,6.01,8.17,394741000,7.788993
2011-07-01,10.98,11.14,9.40,9.71,174631500,9.245774
2011-06-01,11.71,11.74,10.40,10.96,181135700,10.436013
2011-05-02,12.36,12.71,11.29,11.75,126607100,11.178722
2011-04-01,13.45,13.88,12.15,12.28,130723500,11.682954
2011-03-01,14.32,14.70,13.16,13.33,146247600,12.681904
2011-02-01,13.90,14.95,13.79,14.29,154156200,13.585469
2011-01-03,13.85,15.31,13.40,13.73,238471100,13.053079
2010-12-01,11.17,13.49,10.97,13.34,185220100,12.682307
2010-11-01,11.50,12.74,10.91,10.95,199889600,10.400632
2010-10-01,13.22,13.66,11.03,11.45,279162700,10.875546
2010-09-01,12.64,14.06,12.60,13.10,148410000,12.442765
2010-08-02,14.38,14.47,12.18,12.46,144688000,11.825377
2010-07-01,14.32,15.72,13.30,14.04,175718000,13.324903
2010-06-01,15.58,16.10,14.30,14.37,141844500,13.638094
2010-05-03,17.879999,18.15,14.80,15.74,236922100,14.92864
2010-04-01,18.02,19.860001,17.41,17.83,218911700,16.910906
2010-03-01,16.74,18.35,16.030001,17.85,170242500,16.929876
2010-02-01,15.26,16.84,14.25,16.66,233006800,15.791617
2010-01-04,15.24,17.190001,14.68,15.18,250902600,14.388762
2009-12-01,16.040001,16.74,14.83,15.06,237233200,14.275016
2009-11-02,14.85,16.620001,14.12,15.85,163920700,15.014389
2009-10-01,16.959999,19.10,14.50,14.58,223308800,13.811343
2009-09-01,17.700001,18.08,16.02,16.92,187141400,16.027979
2009-08-03,15.24,18.25,14.82,17.59,298184800,16.652533
2009-07-01,13.27,14.79,11.27,14.79,323192000,14.00176
2009-06-01,11.41,13.93,11.10,13.20,364632000,12.4965
2009-05-01,8.79,15.07,8.55,11.27,577690800,10.66001
