Date,Open,High,Low,Close,Volume,Adj Close
2008-08-01,41.110001,42.849998,35.00,38.490002,36847600,31.65403
2008-07-01,33.689999,43.00,29.24,40.630001,59346500,33.413956
2008-06-02,42.630001,42.77,33.959999,34.310001,47138700,27.903904
2008-05-01,47.68,49.950001,41.900002,43.00,27856600,34.971375
2008-04-01,45.130001,48.639999,41.169998,47.650002,33799000,38.753162
2008-03-03,40.549999,48.16,36.009998,42.950001,55286400,34.648289
2008-02-01,47.259998,48.700001,40.380001,40.650002,33361800,32.792854
2008-01-02,43.549999,49.290001,37.66,47.400002,45245600,38.238159
2007-12-03,45.900002,48.02,42.790001,43.650002,23962700,34.906441
2007-11-01,45.650002,46.32,40.150002,45.619999,32020200,36.481823
2007-10-01,45.470001,47.880001,44.599998,47.00,19626500,37.585396
2007-09-04,44.400002,48.060001,43.200001,45.82,19096800,36.346516
2007-08-01,43.700001,48.290001,42.16,44.52,29869400,35.315296
2007-07-02,48.900002,50.48,43.50,44.009998,26281200,34.91074
2007-06-01,51.919998,52.080002,48.060001,48.450001,16432000,38.135612
2007-05-01,52.400002,53.25,51.259998,51.830002,11537500,40.796055
2007-04-02,48.380001,53.060001,47.700001,52.099998,16590300,41.008572
2007-03-01,48.98,49.650002,45.91,48.380001,16669700,37.812119
2007-02-01,50.959999,51.950001,47.599998,49.389999,12440300,38.601498
2007-01-03,48.00,51.16,47.32,50.93,13689100,39.805111
